iter	Logloss
0	0.6607212888
1	0.6461450543
2	0.6228719221
3	0.598448058
4	0.5779740659
5	0.5619691459
6	0.5516263029
7	0.5308445758
8	0.5070215416
9	0.4970008608
10	0.47901174
11	0.4678162005
12	0.4603194486
13	0.4444122977
14	0.4266987235
15	0.4192570278
16	0.4046581004
17	0.3961609034
18	0.386121889
19	0.379475876
20	0.3644653786
21	0.3574937942
22	0.3468924132
23	0.3355882196
24	0.327106816
25	0.3205177893
26	0.3070680364
27	0.29694439
28	0.287901068
29	0.2802093798
30	0.2746604667
31	0.2651248972
32	0.2594816148
33	0.2536193315
34	0.2479855073
35	0.2412846673
36	0.2348039628
37	0.2325242353
38	0.2285494565
39	0.225363549
40	0.2219023049
41	0.2155244258
42	0.2128141182
43	0.2078225355
44	0.203726663
45	0.2007891098
46	0.1985110276
47	0.1937301334
48	0.1901365718
49	0.1882688154
50	0.1848060765
51	0.1829836314
52	0.1797007748
53	0.1773663996
54	0.1752655454
55	0.1727182735
56	0.1713523935
57	0.1677484328
58	0.1639419532
59	0.1606664326
60	0.1590580185
61	0.1550959338
62	0.1528882857
63	0.1500736074
64	0.1484624244
65	0.14582543
66	0.1433589823
67	0.1404148137
68	0.1371197588
69	0.1353254805
70	0.1341684041
71	0.1321829022
72	0.1307740027
73	0.1296890249
74	0.1278983346
75	0.1259093699
76	0.1249584161
77	0.1242008047
78	0.1229576424
79	0.1216722565
80	0.119179829
81	0.1179959224
82	0.116629661
83	0.1153556658
84	0.11310154
85	0.1111652882
86	0.1108463123
87	0.1098979648
88	0.1075507472
89	0.1055562284
90	0.1039231244
91	0.1024524238
92	0.1009684847
93	0.09998966298
94	0.09865148484
95	0.09746887434
96	0.09680414821
97	0.09533284936
98	0.09412030261
99	0.09256061232
100	0.09143321778
101	0.09015719504
102	0.08925951822
103	0.0879593475
104	0.08659508889
105	0.085672332
106	0.08494517864
107	0.08438512943
108	0.08323595147
109	0.08168586982
110	0.08084632847
111	0.08016419411
112	0.07879724992
113	0.07770756697
114	0.07693192753
115	0.07582365633
116	0.07472940357
117	0.07361209877
118	0.07238888729
119	0.07146505568
120	0.07041636961
121	0.06959580961
122	0.06879516224
123	0.06765489132
124	0.0668356544
125	0.0661262249
126	0.06577669498
127	0.06505248305
128	0.06442828855
129	0.0635956692
130	0.06288055313
131	0.06186318492
132	0.06096749966
133	0.06017090874
134	0.05948932685
135	0.05876893923
136	0.05839476805
137	0.05766250882
138	0.05729693834
139	0.05652805137
140	0.05568029805
141	0.05527659485
142	0.05460134311
143	0.05394275398
144	0.05340205523
145	0.05280098961
146	0.05222856783
147	0.05178243052
148	0.05110957746
149	0.0505119087
150	0.04993074355
151	0.04931597675
152	0.04859212555
153	0.04815179804
154	0.04754048793
155	0.04700674196
156	0.04660718947
157	0.0460753118
158	0.04543620812
159	0.04490299694
160	0.0442524487
161	0.04364098076
162	0.04308551585
163	0.04264447761
164	0.04220585454
165	0.04188435684
166	0.04150221056
167	0.04096743923
168	0.04054457567
169	0.0401088023
170	0.03960326731
171	0.03938768627
172	0.0389438966
173	0.03862079608
174	0.03817643855
175	0.03785033642
176	0.03740591878
177	0.03699747432
178	0.03653019229
179	0.03608805671
180	0.03577567655
181	0.03554209804
182	0.03517896366
183	0.0349962277
184	0.03456241431
185	0.03409799381
186	0.03370746408
187	0.03337939979
188	0.03296071125
189	0.0327199534
190	0.03241349337
191	0.03211266803
192	0.03186420736
193	0.03154139759
194	0.03116116614
195	0.03079030281
196	0.03057896239
197	0.03035403113
198	0.03008371856
199	0.02978296709
200	0.02951690132
201	0.02923818985
202	0.02895427182
203	0.02869893024
204	0.02853542609
205	0.02830972802
206	0.02801627716
207	0.02772838177
208	0.02742635085
209	0.02721098071
210	0.02700763422
211	0.02674300491
212	0.02648605233
213	0.02627360844
214	0.02604088019
215	0.02582408154
216	0.02558818625
217	0.02539021875
218	0.02518552784
219	0.02500331491
220	0.02482450394
221	0.02462322246
222	0.02441722796
223	0.02422064983
224	0.02406246008
225	0.02384658966
226	0.02365780645
227	0.02348473882
228	0.02330612617
229	0.02311784761
230	0.0229482131
231	0.02278780234
232	0.02260964158
233	0.0224272084
234	0.02226133673
235	0.0221235846
236	0.02196846372
237	0.02180599052
238	0.02163635459
239	0.02149133328
240	0.02133526433
241	0.02118159251
242	0.02103111523
243	0.0208809226
244	0.02073704618
245	0.02060074785
246	0.02046611086
247	0.02032410315
248	0.02018032099
249	0.02005229083
250	0.01992524578
251	0.01978898702
252	0.01965784914
253	0.01953611306
254	0.01941545037
255	0.01928959929
256	0.01914857143
257	0.01903463298
258	0.0189205933
259	0.01879620314
260	0.01868010416
261	0.01857061224
262	0.01845898549
263	0.01834743709
264	0.01824353434
265	0.01813477776
266	0.01802968778
267	0.01792226591
268	0.01782118454
269	0.01772325603
270	0.01762082247
271	0.01751585328
272	0.01741055843
273	0.01731658869
274	0.01722354222
275	0.01712334085
276	0.01702426415
277	0.01693487453
278	0.01683901984
279	0.01674271175
280	0.01665665041
281	0.01656589162
282	0.01647796387
283	0.01639406725
284	0.01631150152
285	0.01622218467
286	0.01613677457
287	0.01605667842
288	0.01598670137
289	0.01590130094
290	0.01581684003
291	0.01573387698
292	0.01565195307
293	0.01559805966
294	0.01552411413
295	0.01544407473
296	0.01536803403
297	0.01529016423
298	0.01524238859
299	0.01516565938
300	0.0151157998
301	0.01504344344
302	0.01499411295
303	0.01493239081
304	0.01485982338
305	0.01478861765
306	0.01472907358
307	0.0146584321
308	0.01459977267
309	0.01453080095
310	0.01448743714
311	0.01442099284
312	0.01437484718
313	0.01431875051
314	0.014253941
315	0.0141990938
316	0.01413526541
317	0.01408215643
318	0.01403716226
319	0.01398450045
320	0.01393229881
321	0.01386936222
322	0.01381808304
323	0.01376728372
324	0.01371714057
325	0.01367456192
326	0.01363306892
327	0.01358403242
328	0.01353544102
329	0.01348708659
330	0.01342909312
331	0.01338191137
332	0.01333493744
333	0.01328899178
334	0.01324311336
335	0.01319764096
336	0.01314186314
337	0.01310274435
338	0.01305810514
339	0.01301439055
340	0.0129599022
341	0.01292169637
342	0.01287838966
343	0.01284130604
344	0.01279842064
345	0.01276222171
346	0.0127199763
347	0.01267795677
348	0.01262606098
349	0.01258529021
350	0.01254489668
351	0.01250909387
352	0.01246914105
353	0.01242973135
354	0.01239066398
355	0.01234032934
356	0.01230201344
357	0.0122637668
358	0.01221541525
359	0.01216660016
360	0.01213290618
361	0.01209623365
362	0.01205140547
363	0.01201492524
364	0.01197863976
365	0.01194279354
366	0.01189660356
367	0.01186122861
368	0.01180273226
369	0.01175984974
370	0.01172823871
371	0.01169396511
372	0.0116500455
373	0.01160809272
374	0.01157440163
375	0.01154111594
376	0.01149823003
377	0.01145754457
378	0.01142498709
379	0.01139279261
380	0.0113602172
381	0.01131916993
382	0.01127323836
383	0.01124464929
384	0.01121588765
385	0.0111872227
386	0.01115873163
387	0.01112007862
388	0.01109239931
389	0.01103955272
390	0.01100142122
391	0.0109708435
392	0.01094140697
393	0.01091162874
394	0.01088219031
395	0.01083938477
396	0.01081253379
397	0.01078621403
398	0.01075970551
399	0.01073334402
400	0.01069741186
401	0.01066902169
402	0.01064343357
403	0.01061535631
404	0.01056794221
405	0.01052838781
406	0.01050287238
407	0.01047811367
408	0.01045291128
409	0.01042817862
410	0.01039411039
411	0.01036059836
412	0.01033394963
413	0.0103071003
414	0.01028081295
415	0.01025672731
416	0.01022245376
417	0.01017831197
418	0.01014609357
419	0.01012023832
420	0.01009489433
421	0.01005799414
422	0.01003468268
423	0.01001220114
424	0.009989211373
425	0.00996637708
426	0.009934576191
427	0.00989244624
428	0.009870481478
429	0.009839899032
430	0.009816062393
431	0.009791810169
432	0.009768180756
433	0.009737369841
434	0.009702566752
435	0.009681321607
436	0.009659797478
437	0.009638409367
438	0.009616785077
439	0.009587795082
440	0.009559261539
441	0.009536394827
442	0.009513942702
443	0.009491475632
444	0.009469200879
445	0.009448571271
446	0.009426616687
447	0.009397597074
448	0.009372866106
449	0.009341129782
450	0.009320482434
451	0.00930050504
452	0.009280725582
453	0.009260939811
454	0.009233736692
455	0.009206844627
456	0.009185689546
457	0.009164975099
458	0.009145801015
459	0.00912507259
460	0.009104620377
461	0.009077364845
462	0.009054298786
463	0.009035513101
464	0.009006012845
465	0.008987320291
466	0.008968751161
467	0.008950508481
468	0.008931830156
469	0.008906682051
470	0.008881856133
471	0.00886175304
472	0.008842649892
473	0.008814147681
474	0.008796441317
475	0.008778850178
476	0.008761393941
477	0.008743455168
478	0.008717331385
479	0.00870018598
480	0.008676153866
481	0.008657470759
482	0.008638821697
483	0.008620124414
484	0.008601523396
485	0.008583963834
486	0.00856545464
487	0.008546872035
488	0.008523011262
489	0.008496861365
490	0.008480176064
491	0.008463720318
492	0.008447512607
493	0.008430861705
494	0.008407907856
495	0.008385648219
496	0.008368382053
497	0.008351019347
498	0.008333905999
499	0.008317772439
500	0.008300785138
501	0.008275606699
502	0.008259905007
503	0.008244431925
504	0.008228846973
505	0.008213222751
506	0.008188586143
507	0.008173566984
508	0.008157973806
509	0.008143047728
510	0.008127831322
511	0.008106496836
512	0.008084719247
513	0.008059115341
514	0.008038371469
515	0.00802233232
516	0.008006250663
517	0.007980412855
518	0.007964831415
519	0.007939452039
520	0.007919456662
521	0.007898698413
522	0.007878487871
523	0.007862875563
524	0.007847529444
525	0.007832026671
526	0.007811892201
527	0.007792317198
528	0.007777425764
529	0.007762203045
530	0.00774210078
531	0.00772450494
532	0.007705320538
533	0.007690517328
534	0.007676033451
535	0.007652773603
536	0.007633279558
537	0.007616914868
538	0.007598450962
539	0.007579810237
540	0.007565483325
541	0.007551286096
542	0.007538294139
543	0.007524631888
544	0.007510496828
545	0.007487715414
546	0.007469212725
547	0.007452954102
548	0.007435024849
549	0.007421399016
550	0.007405701906
551	0.007392947296
552	0.007375758873
553	0.007362049539
554	0.007348669597
