iter	Logloss
0	0.6750466347
1	0.6650468826
2	0.6530773163
3	0.6398215294
4	0.6288366318
5	0.6109869957
6	0.5991723061
7	0.5909407616
8	0.5823064804
9	0.5703194618
10	0.5554982185
11	0.5511721611
12	0.5372173309
13	0.5280224323
14	0.5190270424
15	0.5076003075
16	0.4968844414
17	0.4858608246
18	0.4779569626
19	0.4692182541
20	0.4565601349
21	0.444386673
22	0.4376205921
23	0.4251477242
24	0.4169991493
25	0.4080113411
26	0.4028637886
27	0.3967638493
28	0.3915652037
29	0.3825611591
30	0.3740623474
31	0.3648375034
32	0.3578738928
33	0.3517054081
34	0.3461442232
35	0.3414205313
36	0.3343425035
37	0.3279569387
38	0.3231733799
39	0.3176714897
40	0.3125631809
41	0.3096859217
42	0.3060219765
43	0.3000963211
44	0.2961025476
45	0.2917960405
46	0.2872421265
47	0.2821305275
48	0.2780427456
49	0.2746990204
50	0.2685087204
51	0.2649995089
52	0.2606320381
53	0.2569482088
54	0.2516786575
55	0.2474318504
56	0.2443357468
57	0.2387082338
58	0.2350084543
59	0.2315749645
60	0.2284088135
61	0.2258579254
62	0.2225786686
63	0.2195831299
64	0.21709342
65	0.2140932083
66	0.2099357605
67	0.2078085423
68	0.2043413639
69	0.2018774986
70	0.1981091261
71	0.1960216284
72	0.1944104075
73	0.1914815426
74	0.1887074828
75	0.1857619524
76	0.1825567961
77	0.1799084663
78	0.1778359413
79	0.1754221678
80	0.1729058862
81	0.1706497312
82	0.1666728735
83	0.1651307821
84	0.1629283667
85	0.1608323336
86	0.1590584993
87	0.1580971479
88	0.1560430765
89	0.1542518139
90	0.1516412497
91	0.1505424261
92	0.1484201074
93	0.1462494016
94	0.1445720673
95	0.1431018472
96	0.1410341978
97	0.1394102693
98	0.137753582
99	0.1361546993
100	0.134961915
101	0.1333506346
102	0.1317232847
103	0.1302821517
104	0.1288247585
105	0.127695775
106	0.1264084816
107	0.1251454234
108	0.1234843493
109	0.1221450567
110	0.1207050323
111	0.1193530917
112	0.1175588965
113	0.1162275791
114	0.114725852
115	0.1131722212
116	0.1118299007
117	0.1104377508
118	0.109218657
119	0.1080503464
120	0.1073463202
121	0.1065743685
122	0.1053028107
123	0.1042933941
124	0.1031941056
125	0.1024118423
126	0.1013851881
127	0.1003794551
128	0.09933003187
129	0.09837052226
130	0.09731408358
131	0.09601290822
132	0.09511134624
133	0.09380614758
134	0.09265598059
135	0.09157094359
136	0.09090049267
137	0.09011435509
138	0.08903651237
139	0.08826873899
140	0.08725786805
141	0.08664525747
142	0.08521084785
143	0.08429974914
144	0.08337545395
145	0.08247898817
146	0.08161517382
147	0.08085907698
148	0.07979758978
149	0.07854988575
150	0.07795983553
151	0.07720723152
152	0.07662451863
153	0.07552419901
154	0.07486537695
155	0.07391293049
156	0.07316896915
157	0.07253755331
158	0.07176264524
159	0.07128059864
160	0.07067430019
161	0.06988286376
162	0.06940301657
163	0.06866921782
164	0.06818466187
165	0.06754912734
166	0.06681160927
167	0.06621456146
168	0.06574728489
169	0.0649664104
170	0.06415042877
171	0.06357420683
172	0.06286247373
173	0.06246801615
174	0.06185734272
175	0.06132644415
176	0.0608016789
177	0.06032674909
178	0.05972988009
179	0.05920938253
180	0.05873346329
181	0.05808632374
182	0.0574542582
183	0.05705500245
184	0.05665493608
185	0.05613886118
186	0.05546777844
187	0.0550067544
188	0.05461634398
189	0.05409690142
190	0.05376479626
191	0.05326309204
192	0.0528332293
193	0.05251705647
194	0.05207839012
195	0.0515160203
196	0.05104942918
197	0.05059966445
198	0.05010057688
199	0.04959749579
200	0.04899484217
201	0.0484967947
202	0.04802001715
203	0.04762170017
204	0.04724285901
205	0.04692113996
206	0.04654359221
207	0.04624649286
208	0.04592274427
209	0.04550176263
210	0.04509597421
211	0.04476468861
212	0.04437051713
213	0.04398673475
214	0.04366269112
215	0.04330020845
216	0.04295093715
217	0.04246891737
218	0.04211545587
219	0.04176970124
220	0.04143302441
221	0.04113967419
222	0.04079163373
